label,t_stock,a_stock,c_stock,blob_full,blob_unw,blob_k8,blob_k12,blob_k16,blob_k24,n_marc_tok,n_cce_tok,marc_title,cce_title
1,0.7380,0.5726,0.8998,0.2733,0.2439,0.2644,0.3590,0.3564,0.2715,26,25,The big baseball book for boys [brochure],The big baseball book for boys
1,0.5689,1.0000,0.9604,0.9227,0.8857,1.0000,1.0000,1.0000,0.9400,32,34,The general guide to rare Americana with auction r,"The general guide to rare Americana, with auction "
1,1.0000,0.0000,0.9326,0.5779,0.4500,0.7425,0.6210,0.5779,0.5779,16,13,Madeleine grown up the autobiography of a French g,Madeleine grown up; the autobiography of a French
1,1.0000,1.0000,0.9987,0.9318,0.8571,1.0000,0.9435,0.9318,0.9318,14,12,Young Hans Christian Andersen,Young Hans Christian Andersen. Written and illustr
0,0.5007,1.0000,0.9039,0.1805,0.1765,0.2689,0.1864,0.1482,0.1465,42,18,Oliver St. John Gogarty a poet and his times,"The times I've seen, Oliver St. John Gogarty; a bi"
1,1.0000,1.0000,0.9977,0.2895,0.2632,0.3279,0.3380,0.3118,0.3082,31,17,Ethnomusicology of the Flathead Indians,Ethnomusieology of the Flathead Indians.
1,0.5647,1.0000,0.9746,0.7748,0.7500,0.8030,0.7642,0.7748,0.7748,13,15,Anatomy of aggression; bases of war,Anatomy of aggression
1,0.9792,1.0000,0.9893,0.8652,0.8462,0.8036,0.8551,0.8815,0.8652,24,24,Colorado's Little Kingdom pictures and text showin,Colorado's Little Kingdom; pictures and text showi
0,0.0000,0.3115,0.0153,0.0378,0.0357,0.0000,0.0496,0.0423,0.0378,21,8,Glossary of geology,Where to?
0,0.5947,1.0000,0.0517,0.6987,0.6250,0.8108,0.7539,0.7226,0.6987,21,18,Buddhist Hybrid Sanskrit grammar and dictionary,Buddhist Hybrid Sanskrit reader.
1,0.9448,1.0000,0.9865,0.6395,0.6552,0.5705,0.5822,0.6551,0.6312,25,23,Derby the life and times of the 12th Earl of Derby,Derby: the life and times of the 12'-h Earl of Der
1,1.0000,0.2130,0.9650,0.2677,0.3429,0.0646,0.0465,0.1115,0.2147,32,15,"Women of Britain letters from England, with runnin",Women of Britain
1,0.4272,0.6883,0.7520,0.7189,0.6667,0.7534,0.7162,0.7034,0.7189,21,19,The education of women: signs for the future repor,"The education of women, signs for the future. Repo"
0,0.4960,1.0000,0.0517,0.5607,0.4828,0.6705,0.6800,0.5724,0.5448,25,18,Gospel truth discourses and writing of President G,Gospel truth; discourses and writings.
1,1.0000,0.0000,0.9518,0.4900,0.5417,0.3578,0.4303,0.4574,0.4900,19,18,Letters and speeches,Letters and speeches.
1,0.9783,1.0000,0.9984,0.5108,0.5500,0.4673,0.4629,0.4797,0.5108,19,12,"Manual of explosives, military pyrotechnics, and c","Manual of explosives, militarypyrotechnics and che"
0,0.0000,0.0966,0.0038,0.0064,0.0108,0.0000,0.0000,0.0000,0.0000,90,4,The Sacco-Vanzetti case transcript of the record o,Who is he?
0,1.0000,0.1349,0.6797,0.1253,0.1667,0.0528,0.1311,0.1165,0.1253,18,10,Collected poems,Collected poems.
1,1.0000,0.0000,0.9187,0.4189,0.3333,0.3997,0.4264,0.4189,0.4189,13,11,Developing competent subordinates,Developing competent subordinates.
0,0.0000,0.7027,0.0289,0.0138,0.0294,0.0000,0.0000,0.0000,0.0138,23,12,The development of Russian commerce on the Black S,פון אייביגען קוואל. געדאנקען און מיינונגען פון דער
1,1.0000,1.0000,0.9966,0.6034,0.6364,0.4614,0.5343,0.5164,0.6034,20,16,The wonderful world of New Jersey our natural reso,The wonderful world of New Jersey: our natural res
0,0.0000,0.0722,0.0011,0.0145,0.0270,0.0000,0.0000,0.0000,0.0147,25,13,Glycofuranosides and thioglycofuranosides a method,בלאנדזשענדע מאָטיווען.
1,1.0000,1.0000,0.9946,0.1898,0.1852,0.2285,0.1786,0.1551,0.1898,22,10,Tribute to the angels by H.D,Tribute to the angels
1,1.0000,1.0000,0.9987,0.5437,0.5882,0.3778,0.4995,0.5437,0.5437,15,12,The chemistry of syntheitc surface coatings,Chemistry of synthetic surface coatings.
1,1.0000,1.0000,0.9959,0.6517,0.6522,0.5167,0.4838,0.5275,0.6517,22,16,Tomorrow a new world the New Deal community progra,Tomorrow a new world: the New Deal community progr
1,0.5486,0.8330,0.9474,0.6373,0.6061,0.6636,0.7459,0.7183,0.5651,29,24,Conformational analysis scope and present limitati,Conformational analysis: scope and present limitat
0,0.0000,0.0977,0.0035,0.0224,0.0385,0.0000,0.0246,0.0227,0.0224,17,10,Juvenal and declamtion three studies in rhetorical,The
1,1.0000,1.0000,0.9987,0.6151,0.5294,0.6342,0.5975,0.6151,0.6151,14,12,Perle--my story,Perle; my stcry
1,1.0000,0.8183,0.9971,0.1699,0.1964,0.0000,0.0000,0.0707,0.0830,51,16,A Documentary history of American industrial socie,A documental history of American industrial societ
0,0.0000,0.1381,0.0018,0.0149,0.0233,0.0000,0.0000,0.0000,0.0154,27,17,The geology of the townships of Gaboury and Blonde,הכנסת כלה. כרד ראשון ושני.
1,1.0000,1.0000,0.9907,0.9510,0.9048,1.0000,1.0000,0.9444,0.9510,21,19,One of the Nation's oldest banking houses the Tren,One of the Nation's oldest banking houses: the Tre
0,0.0000,0.0880,0.0012,0.0155,0.0233,0.0000,0.0000,0.0000,0.0000,31,13,The Cuban question as reflected in the editorial c,Гибель Атлантинова. Съ иллюстрапіями А. Н. Авинова
0,0.0000,0.2543,0.0032,0.0218,0.0385,0.0000,0.0000,0.0000,0.0218,18,9,Locally connected spaces and generalized manifolds,רש׳י-דער פאׇלקם־לערעד; פון מנהם ג. גלען.
1,0.6444,1.0000,0.9342,0.3221,0.3571,0.1682,0.2200,0.2228,0.3221,15,23,Collective bargaining an analysis of union contrac,Collective bargaining in Canada.
1,0.9524,1.0000,0.9921,0.2912,0.3019,0.1483,0.2065,0.1973,0.2355,40,29,"Le style anglais, 1750-1860","Le style anglais, 1750-1850. Assiste de Michel Cou"
1,0.4738,1.0000,0.9340,0.8155,0.7500,0.8290,0.8155,0.8155,0.8155,9,12,Aspects de Chopin,Aspects de Chopin. 324 p. illus
1,0.5561,1.0000,0.9663,0.3426,0.3810,0.2478,0.2641,0.3294,0.3426,21,8,"Western Reserve University, the Hudson era a histo",Western reserve university
1,1.0000,0.0000,0.9384,0.7158,0.7143,0.6495,0.7158,0.7158,0.7158,12,12,Les collages,Les collages.
1,1.0000,1.0000,0.9975,0.3911,0.4500,0.3240,0.3790,0.3911,0.3911,14,15,Essais de phonostylistique,Essais de phonostylistigue
1,1.0000,0.0000,0.9987,0.4180,0.4375,0.3469,0.4135,0.4180,0.4180,15,8,"Qui est Lanza del Vasto? Études, témoignages, text",Qui est Lanza del Va3to?
1,1.0000,1.0000,0.9961,0.6514,0.6471,0.4881,0.5441,0.6514,0.6514,16,12,Une fabuleuse entreprise,Une fabuleuse entreprise. Photographies de Gerald
1,1.0000,0.0000,0.9187,0.2143,0.1667,0.3219,0.3292,0.2705,0.2096,30,5,Luca della Robbia,Luca Della Robbia.
1,1.0000,1.0000,0.9987,0.2589,0.2653,0.1474,0.2209,0.1716,0.2190,43,19,Pourquoi ces nations en tumulte,Pourguoi ces nations en tumulte?
1,1.0000,0.4647,0.9861,0.1791,0.2000,0.1970,0.1932,0.1577,0.1549,45,15,Poètes israéliens d'aujourd'hui choix de poèmes,POETES ISRAELIKNS D'AUJOURD'HUI; choix de poemea.
0,0.4742,1.0000,0.0517,0.4226,0.3750,0.5129,0.4184,0.4103,0.4162,26,18,Les coulisses de Versailles,Lee coulisses de Versailles. T.1: Le regne de Loui
0,0.0000,0.0000,0.0043,0.0137,0.0400,0.0000,0.0000,0.0000,0.0000,34,18,Éditions originales de romantiques et d'auteurs co,פאַרקאך־בוך געזונטהייט פון לינע בו־אַון.
1,1.0000,1.0000,0.9968,0.5379,0.5652,0.4660,0.4692,0.4982,0.5379,22,14,Tenzing de l'Everest,Tenzing de l'Everest; autobiographie racontee a Ja
1,1.0000,1.0000,0.9985,0.5016,0.4706,0.4978,0.4885,0.5016,0.5016,12,13,La poupée cassée roman,La Poupee cas see
1,0.5286,1.0000,0.9646,0.7623,0.7083,0.7877,0.7450,0.7931,0.7623,19,22,Un cavalier rouge,La rose et le sang. 1: Un cavalier rouge
1,1.0000,0.0000,0.9294,0.3482,0.4667,0.2192,0.3482,0.3482,0.3482,10,12,La Belle-Herbe,La Belle-Herbe
1,1.0000,0.3654,0.9836,0.2339,0.2308,0.1847,0.2242,0.2263,0.2339,17,15,Occitanie: volem viure! (Nous voulons vivre!),Occitanie: volem viurel
1,0.4257,1.0000,0.8284,0.4001,0.4146,0.3334,0.3448,0.3553,0.3212,35,23,Méthodes d'interprétation constitutionnelle étude ,Interpretation constitutionnelle: le cas de l'lnst
1,0.5115,1.0000,0.9709,0.5038,0.5185,0.3834,0.4011,0.4409,0.4877,27,14,L'empire chrétien (325-395),L'empire chrétien
1,1.0000,0.3934,0.9743,0.3348,0.3333,0.2609,0.2478,0.2586,0.3375,25,11,Les philosophes célèbres,Les philosophes célébrés.
1,1.0000,0.0000,0.8048,0.5228,0.6087,0.3460,0.4096,0.4885,0.5228,19,18,"Hôtel de l'amitié, le livre blanc d'une institutri","Hotel de l'Amitie, le livre blanc d'une institutri"
1,1.0000,0.0000,0.9326,0.5926,0.6154,0.5916,0.5926,0.5926,0.5926,11,10,Roi d'un jour roman,"Roi d'un jour, roman."
1,1.0000,1.0000,0.9962,0.4405,0.4286,0.2592,0.3705,0.4166,0.4405,23,17,La pensée économique et sociale de Calvin,La pen see economique et sociale de Calvin.
1,1.0000,0.8918,0.9979,0.4983,0.5185,0.4351,0.5350,0.5012,0.4983,19,22,Évolution de l'horlogerie du cadran solaire à l'ho,Evolution de 11horlogerie; du cadran Eolaire a l'h
1,1.0000,0.0000,0.9187,0.3628,0.3636,0.1862,0.2388,0.3872,0.3628,19,11,"Samuel Bernard, le banquier des rois d'après de no","Samuel Bernard, le banquier des rois"
1,0.9189,0.4183,0.9285,0.4530,0.5500,0.2964,0.3684,0.4530,0.4530,15,16,George Sand et les hommes de 48,George Sand et Ies homes de 48.
1,1.0000,0.0000,0.9326,0.5008,0.5455,0.4791,0.5008,0.5008,0.5008,9,8,L'Amante anglaise,L'amante anglaise.
1,0.6517,0.7426,0.9304,0.4048,0.4231,0.3498,0.3588,0.3902,0.4048,18,19,En d'autres temps (1900-1939),En d'autres tempa
1,1.0000,0.0000,0.9384,0.3120,0.3333,0.2801,0.2190,0.2758,0.3120,18,10,L'Ange et l'épée roman,L'ange et l'epee.
1,1.0000,1.0000,0.9982,0.7865,0.7500,0.8009,0.7865,0.7865,0.7865,10,11,Les Abois,Les abois. [Paris] Gallimard
1,1.0000,1.0000,0.9976,0.6697,0.6875,0.6262,0.5863,0.6697,0.6697,15,12,Virgile l'homme et l'œuvre,Virgile; l'homme et l'oeuvre.
1,1.0000,1.0000,0.9987,0.7771,0.7692,0.5924,0.6994,0.7597,0.7359,31,38,Les Amberson,"… Les Amberson, roman traduit de l'anglais par Jac"
1,0.3094,1.0000,0.8713,0.7559,0.6522,0.7802,0.8414,0.8244,0.7559,19,19,The mind of East Asia,The mind of East Asia. [Translated from the German
0,0.3553,1.0000,0.7777,0.2260,0.2571,0.2210,0.1987,0.1863,0.2260,22,22,Copying manuscripts rules worked out by the Minnes,Guide to the personal papers in the manuscript col
1,1.0000,1.0000,0.9907,0.3514,0.3600,0.3279,0.3958,0.3510,0.3514,18,16,French politics today the future of the Fifth Repu,French politics today: the future of the Fifth Bep
0,0.9630,1.0000,0.0517,0.7542,0.6875,0.8064,0.7657,0.7542,0.7542,14,13,Men and politics in modern China preliminary ... b,Men and politics in modern China; preliminary 50 b
0,0.3925,0.0000,0.0463,0.0373,0.0400,0.0000,0.0403,0.0373,0.0373,15,11,Poems,Poems
1,1.0000,0.0000,0.0905,0.0857,0.0900,0.0000,0.0454,0.0382,0.0895,96,13,The housing demand of workers in Manhattan an inco,Housing demand of workers in Manhattan
0,0.1908,0.6951,0.1584,0.1427,0.1667,0.0571,0.0820,0.1310,0.1427,16,19,The United States and the revolutionary spirit bib,"A bibliography of Princeton facultv publications, "
0,0.0000,0.1208,0.0052,0.0266,0.0513,0.0000,0.0000,0.0000,0.0222,31,10,1776,The will
0,0.4362,0.0000,0.1017,0.0617,0.0889,0.0000,0.0000,0.0503,0.0571,26,23,Proceedings,Proceedings
0,0.3120,1.0000,0.7227,0.3628,0.3200,0.4120,0.3426,0.3591,0.3628,18,15,State air pollution control laws,Federal pollution control programs
1,0.9162,1.0000,0.9802,0.6432,0.6400,0.5944,0.4732,0.5515,0.6432,24,17,The path of the great,Path of the great. An adaptation of the epic poem
0,0.0000,0.0791,0.0029,0.0199,0.0417,0.0000,0.0000,0.0000,0.0199,20,5,Report from the Beria Reserve the protest writings,What is this?
0,0.0000,0.0791,0.0029,0.0349,0.0667,0.0000,0.0349,0.0349,0.0349,11,5,The meaning of culture,What is this?
0,1.0000,0.2053,0.1106,0.0990,0.0938,0.0705,0.0966,0.0828,0.0990,22,13,Know your enemy background and history of the Germ,Know your enemy.
1,0.5683,1.0000,0.9276,0.2599,0.2424,0.2516,0.1774,0.2413,0.2511,29,12,"Paul Klee his life and work in documents, selected",Paul Klee. Translated from the German by Richard &
0,0.0000,0.1413,0.0053,0.0295,0.0571,0.0000,0.0000,0.0262,0.0295,24,13,Francis Bacon a biography,"What was, what is, what is to be"
0,0.0000,0.1842,0.0123,0.0417,0.0455,0.0000,0.0504,0.0441,0.0417,19,4,The nationality of ships,The more.
1,0.2514,0.8851,0.6010,0.5744,0.5000,0.5349,0.5697,0.6595,0.5810,34,29,From the Apostolic community to Constantine,Handbook of church history
0,0.0000,0.0831,0.0030,0.0276,0.0476,0.0000,0.0000,0.0278,0.0276,17,5,What shall we teach? designing and organizing a pr,What is this?
1,1.0000,1.0000,0.9987,0.4287,0.4815,0.2413,0.3588,0.3927,0.4287,19,21,Burmese chrestomathy,Burmese chreptomathy.
0,1.0000,0.0000,0.6861,0.1357,0.1429,0.1449,0.1357,0.1357,0.1357,10,6,Selected poems,Selected poems
0,0.0000,0.0809,0.0029,0.0298,0.0455,0.0000,0.0000,0.0317,0.0298,19,4,Roman theater temples,Who.
0,0.0000,0.3616,0.0468,0.0431,0.0556,0.0534,0.0450,0.0431,0.0431,14,5,The Black press a bibliography,That is
0,0.0000,0.3492,0.0236,0.0443,0.0800,0.0000,0.0000,0.0000,0.0443,22,5,Family planning manpower problems and priorities,When?
1,0.1898,1.0000,0.7500,0.2593,0.2444,0.2705,0.3735,0.3463,0.2655,15,41,Transportation frontiers,Transportation frontiers. From the 1961 sessions o
1,1.0000,1.0000,0.9907,0.1794,0.1750,0.0797,0.1101,0.1373,0.1715,36,11,Looking beyond,Looking beyond. Prentice-Hall.
0,0.0805,0.0000,0.0130,0.0529,0.0893,0.0000,0.0000,0.0000,0.0000,37,24,Summary of illicit transactions and seizures repor,UNRRA; the history of the United Nations Relief an
0,0.2871,0.3484,0.0245,0.0587,0.0652,0.0819,0.0642,0.0546,0.0431,40,9,Hazlitt selected essays,William Hazlitt'a philosophy of the mind.
0,0.1050,1.0000,0.3404,0.2876,0.3125,0.2775,0.2876,0.2876,0.2876,10,11,Social security a summary of studies,Economic security among the states
0,0.0000,0.0664,0.0023,0.0443,0.0870,0.0000,0.0000,0.0283,0.0443,19,6,Factor-price equalization; an extension of a theor,Is.
0,0.3180,0.6549,0.5425,0.2439,0.2500,0.0686,0.0976,0.1561,0.2359,50,20,The letters of Theodore Roosevelt,"Letters. [Vols. 3–4: The Square Deal, 1901–1905]"
0,0.0000,0.0869,0.0035,0.0530,0.1000,0.0000,0.0000,0.0270,0.0530,18,15,Design of jobs: selected readings,And there are those
1,0.4140,1.0000,0.7144,0.3227,0.2857,0.3281,0.2956,0.2981,0.3227,23,13,Wooden synagogues,Wooden synagogues (Bóznice drewnlane)
0,0.0000,0.2343,0.0069,0.0150,0.0400,0.0000,0.0000,0.0000,0.0000,39,13,Bibliography on clean rooms,Why?
1,0.9677,0.8631,0.9976,0.6639,0.6316,0.6081,0.5000,0.6299,0.6639,18,13,The Lusiads of Luiz de Camões,The Lusiads.
1,0.7050,1.0000,0.9346,0.4270,0.3684,0.3032,0.4783,0.4234,0.4270,18,8,"The red carpet 10,000 miles through Russia on a vi",The red carpet. W. W. Norton.
1,1.0000,1.0000,0.9987,0.3774,0.3846,0.3971,0.3774,0.3774,0.3774,12,6,The magic of Findhorn,The Magic of Findkorn
1,0.3341,1.0000,0.8496,0.7216,0.6250,0.5982,0.6545,0.7216,0.7216,15,11,"Asiatic art, by Ananda K. Coomaraswamy",Asiatic art.
1,0.6900,0.0000,0.7341,0.2538,0.2683,0.1856,0.2299,0.2146,0.2413,25,27,"Poems of Alcman, Sappho, Ibycus","Poems of Alcman, Sappho"
0,0.3429,0.6540,0.1490,0.0728,0.0870,0.0697,0.0577,0.0737,0.0728,17,8,New Mexico land of enchantment,"New Mexico statutes, 1941"
0,0.4774,0.0000,0.0295,0.0402,0.0455,0.0000,0.0485,0.0422,0.0402,18,5,Not now,How now?
0,0.1641,0.0000,0.0085,0.0591,0.0789,0.0000,0.0000,0.0000,0.0414,27,14,United Kingdom,"United Nations calendar, 1954."
0,0.0000,0.0000,0.0009,0.0113,0.0286,0.0000,0.0000,0.0000,0.0114,25,11,Le peuple vietnamien triomphera! Les agresseurs am,Avec.
1,0.7738,1.0000,0.9930,0.6173,0.5333,0.6404,0.6256,0.6173,0.6173,13,10,Cellules,"Cellules. Paris, Gallimard."
0,0.5502,1.0000,0.6537,0.3837,0.3333,0.6172,0.3814,0.4413,0.3720,31,25,Le mariage de Figaro,"Le mariage de Figaro; ou, La folle journee."
0,0.5131,0.3934,0.0683,0.0644,0.0938,0.0000,0.0415,0.0659,0.0644,11,24,Encombrement,Theatre
1,0.0994,1.0000,0.6188,0.6889,0.6522,0.7491,0.7403,0.6251,0.6889,21,17,Algèbre,Cours de mathematiques. T.1: Algebre. M.P.-Special
0,1.0000,0.0000,0.0304,0.1099,0.1333,0.0666,0.0978,0.0857,0.1099,24,10,Histoire de l'église,Histoire de l'eglise.
1,1.0000,1.0000,0.9907,0.4732,0.5000,0.5567,0.4873,0.4631,0.4732,17,16,"La technique ou, L'en jeu du siècle","La technique; ou, L'enjeu du siècle. A. Colin."
1,1.0000,0.0000,0.9384,0.5162,0.4815,0.4031,0.5497,0.5262,0.5162,23,17,"Gaston Lucas, serrurier chronique de l'anti-héros","Gaston Lucas, serrurier: chronique de l'ant i-hero"
0,1.0000,0.0000,0.0411,0.0946,0.1500,0.0000,0.0368,0.0544,0.0759,26,20,OEuvres complètes,Oeuvres completes
1,1.0000,0.7514,0.9873,0.4636,0.4667,0.4224,0.4636,0.4636,0.4636,11,11,Nomades du soleil,"Nomades du solell. Lausanne, Guilde du Livre."
0,0.5114,0.0000,0.0979,0.0424,0.0333,0.0000,0.0604,0.0524,0.0431,25,6,"Heraldique et alchimie, ou, De l'origine hermétiqu",Atlantis
0,1.0000,0.0000,0.0304,0.1058,0.1333,0.0550,0.0756,0.1088,0.1058,17,17,Œuvres complètes,Œuvres complètes
0,0.4047,1.0000,0.0517,0.3865,0.3590,0.3422,0.4413,0.3951,0.3659,33,20,L'épisode napoléonien,"L'episode napoleonien, 1: Aspects interieurs, 1799"
0,0.2507,1.0000,0.6448,0.4375,0.3333,0.4901,0.4474,0.4375,0.4375,11,13,Civilisation grecque d'Antigone à Socrates,"Civilisation grecque. T.2. Lausanne, Suisse."
1,0.2114,1.0000,0.6970,0.3451,0.3333,0.2890,0.3502,0.3451,0.3451,13,7,Fêtes et nuages chronique d'une enfance,Fates at nuages.
0,0.1342,0.6451,0.1521,0.1117,0.1071,0.1305,0.0982,0.1117,0.1117,15,16,La Femme cachée,La Femme et le mal dans Les Liaisons dangereuses d
1,0.3142,0.7079,0.6817,0.3861,0.3889,0.3280,0.3421,0.3076,0.3852,26,24,"Vietnam, lh̓eure décisive, lo̓ffensive du Têt (fév","VIETNAM, L'HEURE DECISIVE"
0,0.6628,0.0000,0.0095,0.1114,0.0769,0.1176,0.1114,0.1114,0.1114,10,4,Bismarck,Bismarck.
0,0.5485,0.0000,0.0063,0.0196,0.0256,0.0000,0.0000,0.0000,0.0204,27,13,Berlin neun Kapitel Seiner Geschichte,Berlin.
1,0.3080,1.0000,0.6182,0.3681,0.4167,0.3151,0.2735,0.3194,0.3687,25,26,Tafeln zum Vergleich zweier Stichproben mittels X-,Tafelin zum Vergleich zweier Stich-proben mittels
0,0.6359,0.5556,0.7419,0.0320,0.0426,0.0000,0.0000,0.0369,0.0296,39,10,The future of nations independence or interdepende,Army of the future
0,1.0000,0.3398,0.2348,0.0840,0.1429,0.0000,0.0000,0.0361,0.0846,25,7,John F. Kennedy l'uomo della nuova frontiera,John F. Kennedy.
0,1.0000,0.0000,0.0304,0.1237,0.1304,0.0639,0.1378,0.1237,0.1237,16,10,Martin Luther King,Martin Luther King.
1,0.6103,0.0000,0.8237,0.4020,0.3529,0.2467,0.3560,0.4390,0.4248,31,15,"El Soldado mexicano, 1837-1847 organización, vestu","El soldado mexicano. The Mexican soldier, 1837-184"
1,0.4392,0.7777,0.0517,0.4395,0.3824,0.5332,0.4313,0.3868,0.4396,30,17,Historia de la villa imperial de Potosí,Bartolome Arzans de Orsua y Vela's history of Poto
0,0.3925,0.0000,0.0158,0.0317,0.0870,0.0000,0.0000,0.0317,0.0317,15,10,Poemas,Poemes.
1,0.4710,0.8968,0.8788,0.4041,0.4231,0.3107,0.3789,0.4154,0.4041,19,18,"Iberoamérica su evolución política socio-econḿica,","Iberoamerica: su evolucidn politics, aoclo-econdmi"
0,0.0000,0.0000,0.0023,0.0187,0.0435,0.0000,0.0000,0.0189,0.0187,17,7,El libro infantil de las Fieras,O!
0,0.5051,0.0000,0.4697,0.0250,0.0349,0.0000,0.0000,0.0000,0.0000,84,5,II ̊Congresso internacional de historia de América,Panorama internacional de America.
0,0.0000,0.3800,0.0104,0.0313,0.0270,0.0541,0.0407,0.0340,0.0313,19,19,Grammata serica recensa,A phenomenological intepretation of the organic me
0,0.0546,0.4769,0.0280,0.0179,0.0351,0.0000,0.0000,0.0000,0.0000,52,7,The spiritual pilgrimage of Hierusalem (1604-05),Spiritual Community guide for North America
0,0.0000,0.5000,0.0138,0.0248,0.0606,0.0000,0.0000,0.0000,0.0248,16,19,Handbook of the collection,… Romance etymologies and other studies
0,0.1426,1.0000,0.5815,0.2006,0.1852,0.1744,0.1664,0.2026,0.2006,17,15,Manpower the Nation's first resource; report of th,Selected studies of Negro employment in the South:
0,0.0000,0.5000,0.0136,0.0522,0.0968,0.0000,0.0356,0.0312,0.0522,20,14,Power Generation Versus Fuel Production in Light-W,Hardy's Poetic vision in The Dynasts
0,0.1706,0.2831,0.0088,0.0902,0.1765,0.0000,0.0000,0.0000,0.0726,26,14,"Recherches sur chrē, chrēsthai (romanized) étude s",Madame de Montespan et l'affaire des poisons
0,0.0000,0.2283,0.0035,0.0177,0.0328,0.0000,0.0000,0.0000,0.0000,53,10,The friendly road,"Thomas Creese house, Boston, Massachusetts."
0,0.0486,0.3555,0.0058,0.0715,0.1212,0.0000,0.0325,0.0496,0.0715,17,20,A classical novel: Chʾun-hyang,"Classical Islam: a history, 600-1258"
0,0.0000,0.0764,0.0022,0.0377,0.1053,0.0000,0.0000,0.0377,0.0377,15,6,Simulation of natural language a first approach,All there is
0,0.1510,0.0000,0.0071,0.1074,0.1000,0.1100,0.1074,0.1074,0.1074,9,2,Father Faber,"Father, dear father."
0,0.0000,0.3148,0.0044,0.0843,0.1250,0.0000,0.0417,0.0852,0.0843,17,10,An outline of British crop husbandry,Major governments of Asia
0,1.0000,0.0000,0.6861,0.1652,0.1786,0.1988,0.1442,0.1552,0.1652,19,14,Alternating-current circuits,Alternating-current circuits.
0,0.0000,0.0821,0.0025,0.0323,0.0526,0.0000,0.0323,0.0323,0.0323,12,8,Stellar dynamics,There was another.
1,1.0000,0.0000,0.0517,0.5642,0.5200,0.5841,0.5895,0.5297,0.5642,21,17,Molecular pharmacology the mode of action of biolo,Molecular pharmacology; the mode of action of biol
0,0.1790,0.4418,0.0371,0.0339,0.0513,0.0000,0.0000,0.0000,0.0000,28,13,Organized communism in the United States Committee,Churches and church membership in the United State
1,1.0000,1.0000,0.9892,0.7919,0.7059,0.6779,0.7678,0.8055,0.7919,17,12,The American petroleum industry its beginnings in ,"The American petroleum industry, its beginnings in"
0,0.0000,0.1338,0.0031,0.0495,0.0909,0.0000,0.0000,0.0000,0.0231,30,6,A document made by Paul Thek and Edwin Klein,How it is.
1,1.0000,1.0000,0.9907,0.6612,0.6897,0.5719,0.5902,0.5976,0.6164,27,22,Multi-employer bargaining nature and scope,"Multi-employer bargaining, nature and scope. Pub. "
0,0.4366,0.7777,0.0517,0.2693,0.3095,0.0703,0.0982,0.1174,0.1878,38,17,George C. Marshall,"George C. Marshall: Education of a general, 1880-1"
0,0.0000,0.2216,0.0120,0.0803,0.1379,0.0000,0.0402,0.0593,0.0803,18,15,Ship without sails,For what?
0,0.1822,0.6060,0.0994,0.0289,0.0256,0.0000,0.0406,0.0332,0.0289,24,16,"The Supreme judicial court of Massachusetts, 1692-","Annotated laws of Massachusetts, 1933."
1,0.5254,0.6848,0.7197,0.5434,0.5217,0.4359,0.5590,0.5854,0.5434,16,19,The George Waterman Collection [Exhibition] Octobe,"The George Waterman collection, Museum of Art, Rho"
0,0.3911,0.7831,0.0517,0.2348,0.2683,0.1603,0.1690,0.1402,0.1682,37,15,Syracuse University,Syracuse University. Vol. 1: The pioneer days.
0,0.0000,0.1497,0.0054,0.0200,0.0270,0.0000,0.0000,0.0000,0.0000,29,9,Charles Willson Peale at Belfield a selection of t,The other
0,0.2662,1.0000,0.6562,0.1642,0.1930,0.1442,0.1936,0.1560,0.1236,19,49,The sense of beauty being the outlines of æsthetic,The works of George Santayana
0,0.0000,0.3279,0.0157,0.0422,0.0698,0.0000,0.0000,0.0000,0.0223,32,14,"Ethiopia The handbook for Ethiopia, incorporating ",Where and how?
0,0.0659,1.0000,0.2271,0.2434,0.2917,0.1333,0.1487,0.2254,0.2434,18,13,Small business after the war,Liquidation of war production
0,0.0000,0.1076,0.0043,0.0292,0.0606,0.0000,0.0000,0.0000,0.0222,25,10,Lebanon the collapse of a state : regional dimensi,The will
1,0.3443,1.0000,0.8956,0.4077,0.3947,0.5152,0.4898,0.4308,0.3682,16,37,Interregional competition in agriculture,"Interregional competition in agriculture, with spe"
0,1.0000,0.0000,0.7989,0.0685,0.1176,0.0000,0.0525,0.0664,0.0685,19,19,Selected poems Persian text & translations,Selected poems
1,0.7265,1.0000,0.0517,0.3835,0.3947,0.2788,0.2481,0.2849,0.2523,36,17,"William Blackmore, a case study in the economic de","William Blackmore, a case study in the economic de"
0,0.0000,0.0695,0.0025,0.0298,0.0714,0.0000,0.0000,0.0219,0.0298,18,12,The Oxford book of French verse XIIIth century-XXt,Why.
0,0.6721,0.5000,0.7445,0.1202,0.1154,0.0703,0.1399,0.1254,0.1202,19,10,The Asian Development Bank diplomacy and developme,The Asian Development Bank as a political system
1,0.1870,0.5351,0.2621,0.2110,0.2000,0.1938,0.1421,0.2126,0.1972,37,11,Staying alive! 117 days adrift--the incredible sag,117 days adrift
0,0.7671,1.0000,0.9274,0.3610,0.4348,0.2025,0.3108,0.3056,0.3610,14,19,All my sons drama in three acts,"All my sons, a play in three acts"
0,0.3925,0.0000,0.0340,0.1096,0.1765,0.0000,0.0396,0.0624,0.1096,19,21,Poems,Poems
0,1.0000,0.1436,0.7760,0.1027,0.1316,0.0706,0.0534,0.0811,0.0665,29,14,Radio astronomy,Radio astronomy
